hub,hub_out_trip_count,hub_out_median_factor,hub_out_pct_delayed,hub_out_median_dwell,hub_in_trip_count,hub_in_median_factor,hub_in_pct_delayed
IND284403AAA,3.0,1.926470588,1.0,51.0,6.0,1.7021822845,1.0
IND285001AAD,21.0,1.424242424,0.9047619047619048,33.0,21.0,2.114285714,1.0
IND285205AAB,5.0,2.1875,1.0,53.0,21.0,1.424242424,0.9047619047619048
IND301001AAB,18.0,1.8511066399999998,1.0,71.5,37.0,1.829787234,1.0
IND301019AAA,8.0,3.2297003909999997,1.0,34.0,0.0,0.0,0.0
IND301705AAA,1.0,2.75862069,1.0,12.0,7.0,3.29787234,1.0
IND302004AAA,8.0,2.7589285715000003,1.0,126.0,26.0,2.339366516,0.9230769230769231
IND302006AAA,13.0,3.0,1.0,27.0,16.0,1.9354166665,1.0
IND302006AAC,1.0,3.5,1.0,2.0,22.0,2.3333333334999997,1.0
IND302014AAA,96.0,1.935964912,1.0,173.0,96.0,1.9674346470000001,1.0
IND302014AAB,150.0,2.1416666665,0.9533333333333334,36.0,58.0,2.5104590890000003,1.0
IND302020AAA,14.0,3.0353535355,1.0,17.5,18.0,2.0416666665000003,1.0
IND302022AAD,7.0,1.909090909,1.0,384.0,20.0,1.6913702005,1.0
IND302026AAA,1.0,6.823529412,1.0,24.0,19.0,3.833333333,1.0
IND303002AAA,10.0,1.857142857,1.0,19.0,9.0,1.52173913,1.0
IND303008AAB,5.0,1.533333333,0.8,30.0,5.0,1.923076923,1.0
IND303106AAA,11.0,1.75,1.0,24.0,9.0,1.548387097,1.0
IND303108AAB,9.0,1.548387097,1.0,20.0,0.0,0.0,0.0
IND303301AAB,12.0,1.4772727275,1.0,6.5,10.0,1.3125,0.5
IND303303AAA,16.0,1.3441558445,0.8125,11.0,15.0,1.5,1.0
IND303338AAB,6.0,1.245614035,0.6666666666666666,30.0,6.0,1.5,0.6666666666666666
IND303503AAA,11.0,1.736842105,1.0,8.0,12.0,1.6942528735,1.0
IND303603AAB,7.0,2.472972973,0.8571428571428571,24.0,7.0,1.245614035,0.7142857142857143
IND303702AAB,12.0,1.5708333335,1.0,23.0,9.0,2.210526316,1.0
IND303901AAA,3.0,1.904761905,1.0,16.0,10.0,2.0294117645,1.0
IND304001AAA,1.0,1.482758621,1.0,36.0,4.0,1.9285714285,1.0
IND305001AAC,45.0,2.024390244,1.0,102.0,67.0,2.509433962,1.0
IND305404AAA,14.0,1.450487013,0.9285714285714286,18.5,8.0,1.669320269,0.875
IND305601AAC,18.0,1.9852941175,1.0,20.0,13.0,1.446428571,0.9230769230769231
IND305624AAA,8.0,1.669320269,0.875,44.5,10.0,3.6061461795,1.0
IND305802AAA,6.0,2.0165912515,1.0,18.0,11.0,2.142857143,1.0
IND305901AAA,7.0,2.076923077,1.0,56.0,17.0,1.931818182,1.0
IND306116AAA,3.0,1.93902439,1.0,13.0,1.0,1.518518519,1.0
IND306304AAB,1.0,1.913043478,1.0,9.0,1.0,2.162790698,1.0
IND306401AAB,60.0,2.0525991795,1.0,51.5,34.0,2.004032258,1.0
IND306902AAA,1.0,1.518518519,1.0,29.0,2.0,1.557692308,1.0
IND307001AAA,2.0,1.557692308,1.0,11.0,2.0,1.4,1.0
IND311001AAA,5.0,1.846153846,1.0,2.0,14.0,1.592132505,1.0
IND311301AAA,6.0,4.3655462185000005,1.0,19.5,0.0,0.0,0.0
IND311302AAA,3.0,1.666666667,1.0,219.0,4.0,1.9696796335,1.0
IND312001AAA,19.0,1.565217391,0.8947368421052632,32.0,22.0,2.0126582280000003,1.0
IND312403AAA,9.0,1.608695652,1.0,29.0,7.0,2.466666667,1.0
IND312601AAA,6.0,1.313633521,0.8333333333333334,21.0,6.0,1.358416131,0.6666666666666666
IND312605AAB,19.0,1.878787879,1.0,47.0,14.0,1.707706767,1.0
IND313001AAB,53.0,2.075949367,1.0,96.0,47.0,1.974489796,1.0
IND313324AAA,14.0,1.7987588655,1.0,31.0,5.0,1.846153846,1.0
IND321001AAA,13.0,1.263157895,0.6923076923076923,14.0,9.0,1.469387755,0.8888888888888888
IND321001AAB,8.0,1.5415360505,0.875,18.0,13.0,1.738461538,1.0
IND321022AAA,9.0,3.219512195,1.0,31.0,9.0,1.484848485,0.8888888888888888
IND321408AAB,5.0,2.0625,1.0,32.0,0.0,0.0,0.0
IND321606AAA,9.0,1.681818182,1.0,207.0,7.0,2.227272727,1.0
IND322001AAC,3.0,1.773913043,1.0,20.0,1.0,1.482758621,1.0
IND322201AAA,14.0,1.75,1.0,14.0,15.0,2.136363636,1.0
IND322230AAA,14.0,1.5892857139999998,1.0,17.0,16.0,1.3441558445,0.8125
IND322241AAA,15.0,2.136363636,1.0,30.0,14.0,1.5892857139999998,1.0
IND327001AAB,4.0,1.4112903225,1.0,13.5,8.0,2.7417218544999997,1.0
IND328001AAA,14.0,2.107829282,1.0,29.0,13.0,1.290322581,0.6153846153846154
IND331022A1B,1.0,2.612244898,1.0,0.0,0.0,0.0,0.0
IND331023AAA,3.0,1.161290323,0.3333333333333333,27.0,5.0,2.8,1.0
IND331304AAA,4.0,4.1040209789999995,1.0,46.5,3.0,1.161290323,0.3333333333333333
IND331507AAA,3.0,2.401197605,1.0,15.0,0.0,0.0,0.0
IND331701AAA,2.0,5.484375,1.0,178.5,1.0,1.714285714,1.0
IND332001AAB,34.0,1.5684046345,0.9117647058823529,64.5,20.0,1.526598027,1.0
IND332404AAA,12.0,1.397147147,1.0,21.0,9.0,1.6,1.0
IND332713AAA,7.0,2.21875,1.0,16.0,2.0,1.7542213885,1.0
IND333001AAA,3.0,1.378378378,0.6666666666666666,14.0,3.0,1.271186441,0.6666666666666666
IND333028AAA,2.0,1.4020542919999999,0.5,24.5,5.0,1.378378378,0.8
IND333031AAA,5.0,2.8,1.0,31.0,15.0,1.611111111,1.0
IND333042AAA,13.0,1.605263158,1.0,20.0,14.0,1.3614982580000001,0.8571428571428571
IND333504AAA,2.0,1.7542213885,1.0,7.0,1.0,1.655172414,1.0
IND334001AAB,2.0,1.898610508,1.0,19.0,10.0,1.612363127,1.0
IND334001AAC,6.0,1.6265873014999999,1.0,14.0,3.0,1.588235294,1.0
IND334803AAA,3.0,1.975,1.0,11.0,6.0,1.7111111110000001,1.0
IND335001AAA,10.0,1.8242647060000001,1.0,40.0,6.0,1.7905162065,1.0
IND335051AAA,10.0,1.757731959,0.9,144.5,7.0,1.063829787,0.42857142857142855
IND335501AAA,1.0,1.714285714,1.0,24.0,1.0,1.890410959,1.0
IND335513AAA,16.0,1.58,1.0,46.0,20.0,1.76,0.95
IND335523AAB,1.0,3.754237288,1.0,82.0,6.0,3.059322034,0.8333333333333334
IND335524AAA,1.0,1.14893617,0.0,38.0,7.0,1.878787879,1.0
IND335701AAA,7.0,1.063829787,0.42857142857142855,21.0,11.0,1.144927536,0.45454545454545453
IND335703AAA,9.0,1.09375,0.4444444444444444,16.0,9.0,1.078947368,0.2222222222222222
IND335803AAA,7.0,1.142857143,0.42857142857142855,8.0,9.0,1.310344828,1.0
IND335804AAD,11.0,1.135135135,0.2727272727272727,26.0,8.0,1.3214285715,0.5
IND341001AAC,9.0,1.55952381,1.0,32.0,5.0,1.630952381,1.0
IND341030AAA,3.0,1.466666667,1.0,8.0,2.0,1.8787248785,1.0
IND341303AAA,14.0,1.6733333335,1.0,21.0,10.0,1.5555403555,1.0
IND341306AAA,4.0,2.3205882349999998,1.0,71.5,14.0,1.6733333335,1.0
IND341503AAB,12.0,2.060606061,1.0,31.0,12.0,1.849547511,1.0
IND341505AAA,13.0,1.852941176,1.0,50.0,5.0,1.727272727,1.0
IND341510AAB,14.0,2.3727272729999997,1.0,193.0,13.0,2.060606061,1.0
IND341512AAA,5.0,1.727272727,1.0,13.0,6.0,2.0165912515,1.0
IND342005AAD,19.0,2.065789474,1.0,174.0,31.0,2.037735849,1.0
IND342301AAA,13.0,5.7265625,1.0,25.0,16.0,1.6647071875,0.875
IND342601AAA,9.0,1.947368421,1.0,21.0,9.0,2.142857143,1.0
IND342602AAC,4.0,2.0945532435,1.0,20.5,8.0,1.9114583335,1.0
IND342902A1B,9.0,2.342391304,1.0,80.0,7.0,1.947368421,1.0
IND342902AAA,5.0,2.387096774,1.0,85.0,8.0,1.9984431759999999,1.0
IND343001AAA,2.0,1.3153846155,0.5,21.0,5.0,2.034482759,1.0
IND343029AAB,2.0,1.4,1.0,14.5,2.0,1.3153846155,0.5
IND344001AAA,13.0,1.61928934,0.5384615384615384,17.0,9.0,1.449275362,0.7777777777777778
IND344022AAB,10.0,1.4525788575,0.8,22.5,4.0,1.773333333,1.0
IND345001AAA,5.0,1.337662338,1.0,12.0,6.0,0.772594947,0.0
IND345021AAA,10.0,1.4492424245,0.8,20.0,7.0,1.346153846,1.0
IND360003AAA,2.0,2.1023076925,1.0,43.0,0.0,0.0,0.0
IND360311AAA,1.0,1.377777778,1.0,7.0,2.0,2.1023076925,1.0
IND360370AAA,1.0,2.461538462,1.0,5.0,10.0,2.0652173915,1.0
IND360410AAA,2.0,2.824175824,1.0,8.0,1.0,2.461538462,1.0
IND360490AAA,10.0,2.3092209855,1.0,26.5,2.0,2.824175824,1.0
IND360510AAB,13.0,1.423076923,0.9230769230769231,12.0,10.0,1.7375,1.0
IND360530AAB,15.0,2.0,1.0,14.0,13.0,1.423076923,0.9230769230769231
IND360575AAA,10.0,1.7375,1.0,20.5,11.0,1.481927711,1.0
IND361001AAA,16.0,1.733653846,1.0,28.5,0.0,0.0,0.0
IND361305AAC,11.0,1.7,1.0,5.0,16.0,1.733653846,1.0
IND361315AAA,11.0,1.555555556,1.0,3.0,10.0,1.7029411765,1.0
IND361335AAA,1.0,1.336898396,1.0,33.0,12.0,1.5634920635,1.0
IND362001AAA,37.0,1.913043478,1.0,25.0,36.0,1.9855072465,1.0
IND362150AAA,11.0,1.626865672,1.0,7.0,11.0,1.754098361,1.0
IND362220AAA,8.0,1.9180602005,1.0,13.0,14.0,2.0833333334999997,1.0
IND362225AAA,6.0,1.7824074075,1.0,3.0,6.0,1.9415384615,1.0
IND362265AAA,16.0,2.285714286,1.0,22.0,10.0,1.7403846155,1.0
IND362560AAA,11.0,1.754098361,1.0,18.0,17.0,2.0,1.0
IND362720AAA,17.0,2.0,1.0,12.0,16.0,2.285714286,1.0
IND363001AAA,14.0,1.151515152,0.2857142857142857,20.0,13.0,1.183673469,0.3076923076923077
IND363310AAB,9.0,1.377622378,1.0,14.0,9.0,1.675675676,0.8888888888888888
IND363330AAB,8.0,1.615615616,0.875,20.5,8.0,1.3185185185,0.875
IND363421AAB,13.0,1.894736842,1.0,20.0,14.0,1.151515152,0.2857142857142857
IND363520AAC,13.0,1.183673469,0.3076923076923077,34.0,0.0,0.0,0.0
IND363621AAB,2.0,1.7352941175,1.0,14.5,6.0,1.478163993,0.8333333333333334
IND363641AAA,7.0,1.515151515,0.8571428571428571,17.0,0.0,0.0,0.0
IND364004AAB,7.0,1.947368421,1.0,89.0,11.0,1.633587786,1.0
IND364270AAA,2.0,1.8967105265000002,1.0,0.0,0.0,0.0,0.0
IND364290AAA,1.0,2.172413793,1.0,18.0,11.0,2.482758621,1.0
IND365560AAA,7.0,1.714285714,1.0,14.0,7.0,1.947368421,1.0
IND365560AAB,11.0,2.482758621,1.0,22.0,8.0,1.7554479415,1.0
IND370001AAA,13.0,1.818181818,1.0,17.0,16.0,2.1869565215,1.0
IND370110AAA,15.0,2.096774194,1.0,11.0,4.0,1.8529411765,1.0
IND370201AAA,9.0,1.355555556,0.8888888888888888,109.0,13.0,1.476635514,1.0
IND370615AAB,2.0,4.1182065215,1.0,158.0,9.0,1.818181818,1.0
IND380005AAA,9.0,3.0,1.0,31.0,36.0,1.9545454544999998,1.0
IND380006AAA,18.0,1.818181818,1.0,22.5,0.0,0.0,0.0
IND380006AAB,27.0,3.583333333,1.0,20.0,0.0,0.0,0.0
IND380021AAA,30.0,2.8846153845,1.0,54.0,0.0,0.0,0.0
IND380054AAA,24.0,2.363970588,1.0,25.5,39.0,2.176470588,1.0
IND382421AAA,29.0,1.857142857,0.7931034482758621,32.0,6.0,2.6833333335000003,1.0
IND382430AAB,277.0,1.882352941,0.9927797833935018,137.0,255.0,2.08913649,1.0
IND382715AAA,18.0,1.981818182,1.0,13.5,18.0,1.4935897434999998,1.0
IND382721AAA,15.0,2.731707317,1.0,24.0,16.0,1.333333333,0.625
IND383001AAA,13.0,1.219512195,0.5384615384615384,14.0,11.0,1.474576271,1.0
IND383255AAB,9.0,1.457943925,0.7777777777777778,83.0,12.0,1.194483403,0.5
IND383315AAC,13.0,1.215053763,0.5384615384615384,5.0,13.0,1.219512195,0.5384615384615384
IND384170AAA,12.0,1.2864583335000002,0.6666666666666666,4.5,6.0,1.2142857145,0.5
IND384205AAA,50.0,1.5125,0.94,24.0,52.0,1.6093837535,0.9230769230769231
IND384265AAB,12.0,1.2979824560000002,0.8333333333333334,13.0,12.0,1.2864583335000002,0.6666666666666666
IND384355AAB,13.0,1.492307692,1.0,5.0,13.0,1.676470588,1.0
IND385001AAA,14.0,1.527777778,1.0,20.0,13.0,1.492307692,1.0
IND385320AAA,16.0,0.7757296469999999,0.0,7.0,11.0,1.293333333,0.8181818181818182
IND385340AAB,4.0,1.4810457515,0.75,161.5,17.0,0.80952381,0.058823529411764705
IND385535AAA,17.0,1.95,1.0,174.0,14.0,1.527777778,1.0
IND387001AAA,14.0,1.76,1.0,28.5,11.0,1.692307692,1.0
IND387620AAB,1.0,2.184615385,1.0,15.0,1.0,2.037735849,1.0
IND388121AAA,11.0,1.558139535,1.0,21.0,1.0,4.25,1.0
IND388220AAA,14.0,1.7446153844999999,1.0,44.5,15.0,1.76,1.0
IND388320AAA,19.0,1.733333333,1.0,39.0,54.0,1.8112535615,0.9814814814814815
IND388620AAB,13.0,1.804347826,1.0,25.0,11.0,1.558139535,1.0
IND389001AAA,21.0,1.725490196,1.0,28.0,21.0,1.693877551,1.0
IND389151AAA,11.0,2.848484848,1.0,30.0,21.0,1.725490196,1.0
IND390018AAB,1.0,2.0,1.0,31.0,1.0,3.363636364,1.0
IND390020AAA,10.0,1.8961675575,1.0,22.5,8.0,3.142857143,1.0
IND390022AAA,50.0,1.88,1.0,60.0,28.0,1.7926606265,1.0
IND391110AAD,5.0,3.285714286,1.0,61.0,7.0,1.848484848,1.0
IND395001AAA,1.0,4.071428571,1.0,29.0,8.0,2.25,1.0
IND395004AAB,2.0,4.705882353,1.0,16.0,17.0,2.428571429,1.0
IND395006AAA,1.0,6.875,1.0,90.0,27.0,1.846153846,1.0
IND395009AAA,1.0,3.277777778,1.0,38.0,4.0,2.8770833335,1.0
IND395010AAB,1.0,1.4375,1.0,63.0,0.0,0.0,0.0
IND395023AAA,93.0,1.893048128,1.0,188.0,81.0,1.851485149,1.0
IND395023AAD,63.0,2.125,1.0,47.0,10.0,2.9195906435,1.0
IND396001AAA,5.0,2.333333333,1.0,977.0,8.0,1.455026455,1.0
IND396105AAA,2.0,2.158730159,1.0,180.5,2.0,0.7509881425,0.0
IND396191AAB,2.0,2.1443809524999997,1.0,93.5,0.0,0.0,0.0
IND396191AAC,29.0,2.515873016,0.9310344827586207,42.0,27.0,2.928571429,1.0
IND396232AAA,15.0,3.5,1.0,20.0,17.0,2.692307692,1.0
IND396321AAA,25.0,1.75,1.0,22.0,14.0,2.0408333335,1.0
IND396445AAA,7.0,2.2,1.0,58.0,7.0,1.875,1.0
IND396580AAB,7.0,2.0,1.0,270.0,17.0,1.866666667,1.0
IND400011AAA,65.0,2.625,1.0,40.0,19.0,3.35,1.0
IND400015AAA,35.0,2.75,1.0,76.0,108.0,2.764705882,1.0
IND400015AAB,28.0,3.578125,1.0,85.0,32.0,2.209375,1.0
IND400016AAA,1.0,1.8,1.0,64.0,0.0,0.0,0.0
IND400016AAB,16.0,2.9583333334999997,1.0,57.0,0.0,0.0,0.0
IND400037AAA,13.0,3.307692308,1.0,57.0,0.0,0.0,0.0
IND400064AAB,21.0,3.076923077,1.0,45.0,0.0,0.0,0.0
IND400072AAA,1.0,4.0,1.0,218.0,29.0,2.434782609,1.0
IND400072AAB,295.0,2.647058824,1.0,59.0,225.0,2.428571429,1.0
IND400072AAC,17.0,3.35,1.0,64.0,0.0,0.0,0.0
IND400072AAD,96.0,2.402777778,1.0,134.0,85.0,2.777777778,1.0
IND400102AAB,20.0,1.9041666665,1.0,205.0,32.0,2.274535809,1.0
IND400102AAC,34.0,2.877380952,1.0,90.5,59.0,2.451612903,1.0
IND400612AAA,10.0,2.375,1.0,119.5,14.0,2.4,1.0
IND400701AAA,18.0,2.2676470589999997,1.0,32.5,1.0,2.947368421,1.0
IND400701AAB,25.0,2.45,1.0,125.0,25.0,2.421052632,1.0
IND400705AAA,12.0,3.07,1.0,105.0,1.0,3.666666667,1.0
IND400706AAA,2.0,4.712121212,1.0,34.5,2.0,3.511111111,1.0
IND401104AAA,77.0,2.529411765,1.0,64.0,181.0,2.75,1.0
IND401104AAB,26.0,2.3277777779999997,1.0,125.5,11.0,2.384615385,1.0
IND401209AAA,20.0,2.066666667,1.0,120.5,1.0,2.761904762,1.0
IND401209AAB,32.0,2.492857143,1.0,96.5,0.0,0.0,0.0
IND401501AAA,17.0,2.0,1.0,46.0,7.0,6.482758621,1.0
IND401602AAA,7.0,6.482758621,1.0,88.0,17.0,2.0,1.0
IND402107AAA,18.0,2.2833333335,1.0,20.0,13.0,2.0,1.0
IND402109AAA,20.0,1.9039855075,1.0,5.5,18.0,2.2833333335,1.0
IND402301AAA,13.0,2.0,1.0,27.0,20.0,1.9039855075,1.0
IND403002AAA,1.0,1.724137931,1.0,469.0,4.0,1.291666667,0.75
IND403401AAA,1.0,2.119047619,1.0,302.0,6.0,2.0,1.0
IND403507AAA,3.0,1.612903226,1.0,421.0,5.0,1.333333333,0.8
IND403507AAB,1.0,2.302325581,1.0,283.0,1.0,0.930232558,0.0
IND403601AAA,4.0,1.7833333335,1.0,497.0,6.0,1.4920634925,1.0
IND403702AAA,9.0,1.887218045,1.0,59.0,9.0,1.8,1.0
IND403726AAA,43.0,1.82278481,1.0,93.0,43.0,2.059125964,1.0
IND403726AAB,22.0,1.4920634925,0.8636363636363636,166.5,10.0,1.8120689655,1.0
IND410206AAA,12.0,2.3603896105,1.0,31.5,19.0,2.235294118,1.0
IND410206AAB,36.0,2.3033088235,1.0,63.0,1.0,3.117647059,1.0
IND410401AAA,9.0,2.47761194,1.0,37.0,11.0,2.462686567,1.0
IND410501AAF,4.0,5.390476190499999,1.0,42.5,5.0,4.1,1.0
IND410503AAA,2.0,3.7954545455,1.0,24.5,3.0,2.680851064,1.0
IND410505AAB,7.0,2.6,1.0,26.0,9.0,1.655172414,1.0
IND411014AAA,28.0,3.0714285715000003,0.9642857142857143,54.5,47.0,2.407407407,0.9148936170212766
IND411017AAA,2.0,2.8529411765,1.0,17.5,33.0,2.333333333,1.0
IND411021AAA,29.0,1.363636364,0.6206896551724138,48.0,39.0,1.692307692,0.717948717948718
IND411033AAA,400.0,1.929971989,0.9625,115.5,326.0,2.080229885,0.9631901840490797
IND411033AAB,1.0,5.266666667,1.0,79.0,0.0,0.0,0.0
IND411036AAA,32.0,2.2266009855,1.0,139.5,32.0,1.75,1.0
IND411043AAA,3.0,3.0,1.0,61.0,7.0,4.333333333,1.0
IND411048AAA,2.0,3.857142857,1.0,65.5,6.0,3.464285714,1.0
IND412105AAC,33.0,2.333333333,1.0,27.0,2.0,2.8529411765,1.0
IND412210AAC,2.0,2.476190476,1.0,25.5,1.0,1.736842105,1.0
IND412803AAB,2.0,1.1150537635,0.0,7.0,7.0,1.279069767,0.7142857142857143
IND413002AAA,58.0,1.7597583645000001,1.0,47.0,51.0,1.826923077,1.0
IND413304AAA,11.0,1.603773585,1.0,15.0,13.0,2.038461538,1.0
IND413307AAB,3.0,2.260869565,1.0,21.0,4.0,1.7663003664999999,1.0
IND413307AAC,1.0,2.828125,1.0,11.0,1.0,2.0,1.0
IND413401AAA,19.0,2.134831461,1.0,60.0,21.0,1.428571429,1.0
IND413501AAA,22.0,1.428571429,1.0,38.0,22.0,1.563829787,1.0
IND413517AAA,3.0,3.129411765,1.0,62.0,5.0,2.260869565,1.0
IND413531AAA,4.0,2.1521739130000004,1.0,28.0,4.0,2.304075235,1.0
IND413709AAA,17.0,1.928571429,1.0,28.0,14.0,1.803968254,1.0
IND414001AAA,3.0,1.813953488,1.0,50.0,3.0,1.775700935,1.0
IND414203AAB,1.0,1.783783784,1.0,22.0,1.0,1.813953488,1.0
IND414302AAB,3.0,2.214285714,1.0,130.0,2.0,1.6713036565000001,1.0
IND414502AAA,7.0,1.576923077,1.0,20.0,7.0,2.107142857,1.0
IND415003AAA,9.0,1.285714286,0.7777777777777778,43.0,8.0,1.8999335105,1.0
IND415124AAA,16.0,1.095808383,0.1875,19.5,13.0,1.666666667,0.8461538461538461
IND415301AAB,4.0,1.7663003664999999,1.0,8.0,6.0,1.4803921565,1.0
IND415408AAC,8.0,4.112244898,1.0,220.5,8.0,2.6117424245,1.0
IND415409AAB,13.0,1.666666667,0.8461538461538461,13.0,4.0,1.828598485,1.0
IND415605AAA,16.0,2.42,1.0,20.0,16.0,1.095808383,0.1875
IND415612AAA,8.0,2.6117424245,1.0,27.5,10.0,2.8144329900000002,1.0
IND415709AAA,6.0,2.3969696970000003,1.0,219.0,16.0,2.42,1.0
IND416012AAA,47.0,1.90625,1.0,78.0,44.0,1.8000068845,1.0
IND416122AAA,1.0,1.888655462,1.0,56.0,1.0,1.734104046,1.0
IND416404AAA,6.0,4.81,1.0,118.5,9.0,2.069767442,1.0
IND416510AAA,20.0,2.1444444445,1.0,20.0,14.0,2.027777778,1.0
IND416602AAC,7.0,2.243150685,1.0,50.0,6.0,2.6625,1.0
IND416606AAA,10.0,2.0,1.0,1273.5,14.0,2.084219858,1.0
IND421301AAA,14.0,3.652777778,1.0,80.5,16.0,4.0,1.0
IND421302AAF,12.0,2.9444444445,1.0,76.0,1.0,4.235294118,1.0
IND421302AAG,810.0,2.230769231,0.9987654320987654,146.0,568.0,2.238095238,1.0
IND421302AAN,16.0,2.5322966510000002,1.0,65.0,0.0,0.0,0.0
IND421302AAR,58.0,3.272727273,1.0,64.0,74.0,2.8819444445,1.0
IND421401AAC,11.0,2.666666667,1.0,27.0,10.0,2.5899784485,1.0
IND421502AAA,17.0,3.294117647,1.0,24.0,0.0,0.0,0.0
IND421601AAB,11.0,2.222222222,1.0,73.0,11.0,2.666666667,1.0
IND421802AAA,7.0,1.5,1.0,145.0,2.0,1.1150537635,0.0
IND422011AAD,33.0,1.804123711,0.9696969696969697,231.0,39.0,1.827160494,0.9743589743589743
IND422103AAC,11.0,1.793103448,1.0,17.0,11.0,1.388888889,0.9090909090909091
IND422605AAA,10.0,1.8555555555,1.0,19.0,10.0,1.767519466,1.0
IND423105AAA,8.0,1.470588235,1.0,16.5,9.0,1.571428571,1.0
IND423106AAA,8.0,1.5276497695,1.0,19.0,6.0,1.3377609105000001,1.0
IND423109AAA,14.0,2.125,1.0,24.0,16.0,1.906593407,1.0
IND423601AAA,15.0,2.173913043,1.0,27.0,14.0,2.0,1.0
IND423701AAB,18.0,2.2253477105,1.0,31.5,16.0,2.2195512820000003,1.0
IND424006AAA,38.0,1.987804878,0.9736842105263158,24.5,10.0,2.607347185,1.0
IND424101AAA,1.0,1.625,1.0,27.0,8.0,1.7682926829999999,1.0
IND424304AAC,9.0,1.771428571,1.0,11.0,10.0,2.0990853659999997,1.0
IND425109AAA,1.0,1.35,1.0,5.0,1.0,1.548387097,1.0
IND425201AAA,9.0,1.947368421,1.0,21.0,9.0,2.823529412,1.0
IND425401AAA,1.0,1.548387097,1.0,40.0,1.0,1.176470588,0.0
IND425405AAA,3.0,2.325581395,1.0,25.0,7.0,1.934782609,1.0
IND425406AAA,7.0,2.047619048,1.0,1.0,11.0,2.277777778,1.0
IND425409AAA,11.0,2.202898551,1.0,9.0,12.0,2.3120351589999997,1.0
IND425412AAA,13.0,2.225806452,1.0,7.0,15.0,1.974358974,1.0
IND425508AAB,16.0,2.6862745099999996,1.0,16.5,11.0,1.947368421,1.0
IND431001AAB,17.0,3.25,1.0,75.0,0.0,0.0,0.0
IND431107AAB,6.0,1.87,1.0,23.0,7.0,1.576923077,1.0
IND431112AAB,11.0,3.272727273,1.0,9.0,11.0,2.0,1.0
IND431122AAA,7.0,2.095238095,1.0,41.0,9.0,2.224489796,1.0
IND431127AAA,7.0,2.107142857,1.0,22.0,7.0,2.095238095,1.0
IND431131AAB,1.0,2.363636364,1.0,936.0,0.0,0.0,0.0
IND431136AAC,57.0,2.282828283,1.0,277.0,48.0,2.667581475,1.0
IND431203AAA,12.0,1.9795918365,1.0,62.0,15.0,1.777777778,1.0
IND431514AAA,16.0,2.0465367965,1.0,22.5,16.0,2.068965517,1.0
IND431515AAA,14.0,2.933333333,1.0,25.0,16.0,2.0465367965,1.0
IND431517AAB,12.0,2.768272114,1.0,39.0,14.0,2.933333333,1.0
IND431603AAA,21.0,2.183908046,1.0,69.0,18.0,2.255050212,1.0
IND431708AAA,16.0,2.068965517,1.0,12.5,15.0,2.043478261,1.0
IND431717AAA,1.0,2.115384615,1.0,649.0,2.0,2.887921022,1.0
IND441206AAB,8.0,2.739800995,1.0,19.5,0.0,0.0,0.0
IND441603AAA,1.0,1.833333333,1.0,50.0,4.0,2.149621212,1.0
IND441614AAA,9.0,2.296296296,1.0,26.0,0.0,0.0,0.0
IND441904AAB,12.0,1.7857142855,1.0,21.5,0.0,0.0,0.0
IND441912AAA,11.0,2.702702703,1.0,30.0,12.0,1.7857142855,1.0
IND442001AAA,5.0,3.714285714,1.0,15.0,0.0,0.0,0.0
IND442101AAB,12.0,2.1505255255,1.0,20.0,5.0,3.714285714,1.0
IND442605AAA,3.0,2.090909091,1.0,18.0,8.0,2.6,1.0
IND443201AAA,1.0,6.25,1.0,36.0,2.0,2.6809475805,1.0
IND443301AAA,2.0,2.6809475805,1.0,40.5,5.0,2.375,1.0
IND444005AAB,26.0,2.3105185375,1.0,91.5,46.0,2.2857793505000004,1.0
IND444203AAA,5.0,2.5,1.0,332.0,3.0,3.818181818,1.0
IND444303AAA,2.0,3.2424242425,1.0,35.5,1.0,4.0,1.0
IND444602AAA,21.0,2.081081081,1.0,64.0,0.0,0.0,0.0
IND445101AAA,1.0,4.210526316,1.0,111.0,0.0,0.0,0.0
IND450331AAA,13.0,2.242857143,1.0,18.0,16.0,2.6862745099999996,1.0
IND451666AAA,10.0,2.607347185,1.0,44.5,0.0,0.0,0.0
IND452001AAC,11.0,2.666666667,1.0,37.0,14.0,2.285607676,1.0
IND454001AAA,17.0,1.146067416,0.35294117647058826,34.0,0.0,0.0,0.0
IND457001AAA,19.0,1.1,0.42105263157894735,45.0,17.0,1.146067416,0.35294117647058826
IND457226AAA,16.0,1.795221843,1.0,41.5,16.0,1.076973684,0.3125
IND458001AAB,11.0,1.518518519,1.0,18.0,12.0,1.787878788,1.0
IND458664AAA,7.0,2.466666667,1.0,23.0,6.0,1.313633521,0.8333333333333334
IND458990AAA,10.0,2.228448276,1.0,255.5,11.0,1.518518519,1.0
IND460001AAA,21.0,2.215384615,1.0,22.0,20.0,1.8782390269999998,1.0
IND461001AAA,1.0,4.785714286,1.0,6.0,5.0,2.5,1.0
IND461111AAA,20.0,1.8782390269999998,1.0,17.5,1.0,4.785714286,1.0
IND462001AAA,27.0,3.583333333,1.0,32.0,4.0,2.278846154,1.0
IND462011AAA,11.0,2.363636364,1.0,12.0,30.0,2.3901515155,1.0
IND462021AAA,1.0,6.727272727,1.0,6.0,0.0,0.0,0.0
IND462022AAA,123.0,2.191489362,1.0,85.0,142.0,2.2027923334999997,1.0
